user,date,content,user_location
"{'username': 'masterjitips', 'id': 1156141446472187904, 'displayname': 'Masterjitips', 'description': 'I am Blogger', 'rawDescription': 'I am Blogger', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 7, 30, 9, 56, 15, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 19, 'statusesCount': 6861, 'favouritesCount': 155, 'listedCount': 0, 'mediaCount': 5772, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'http://www.masterjitips.com', 'linkTcourl': 'https://t.co/Yti10zWrzf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218909227625795584/Wryy8sLM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156141446472187904/1596539977', 'label': None}",2022-01-20 08:45:51+00:00,Skybags Cardiff Polyester 55 cms Blue Travel Duffle (DFCAR55BLU) &amp; VIP - VSAVE 6 Layer Protective Air Mesh Large Size Mask https://t.co/AXXkPuP9hD,Mumbai
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 07:55:41+00:00,See darpok fateh 😂😂,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 07:55:24+00:00,"2.3trp of ud , it's decreasing &amp;yk why? Cuz of  desperate doormat and farteh... Cuz their romance, their forced chemistry and etc etc..
Boring couple flop fakejo 😂😂
Shameless tejoke ANGAD ji jese gentlemen ko slap kra🥺

#flopfakejo #oldjasfa #IshaMalviya #ankish #ankitgupta https://t.co/RSwuqWNxbA",
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 07:46:00+00:00,@Sana78135136 True,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 07:45:08+00:00,"2.3 trp gatariyaan ki 🤣 Itni khusi apne birthday par bhi nahi hoti jitni abhi ho rahi hai God hamare saath hai truth always prevail fatejo apne aapko kitna hi bada kyu na kahe viewers hamare saath hai kyunki viewers bhi jasfaholics hi hai
🤣🤣🤣🤣🤣🤣🤣

#oldjasfa #IshaMalviya",
"{'username': 'DealsZoneIndia', 'id': 900617420938674176, 'displayname': 'Deals Zone ✪', 'description': 'EveryDay Brings You The Best Handpicked Deals At Their Best Prices, Business Contact: DealszoneIndia@gmail.com, Backup A/C: @DealsZoneIndia1', 'rawDescription': 'EveryDay Brings You The Best Handpicked Deals At Their Best Prices, Business Contact: DealszoneIndia@gmail.com, Backup A/C: @DealsZoneIndia1', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 8, 24, 7, 15, tzinfo=datetime.timezone.utc), 'followersCount': 4961, 'friendsCount': 1, 'statusesCount': 67481, 'favouritesCount': 2374, 'listedCount': 55, 'mediaCount': 3836, 'location': 'India 🇮🇳', 'protected': False, 'linkUrl': 'https://dealszoneindia.wordpress.com/', 'linkTcourl': 'https://t.co/qLP8al6G6x', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1217866008678957056/Vhvoy6tl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/900617420938674176/1579196874', 'label': None}",2022-01-20 05:52:42+00:00,"Skybags Trick 4W Polyester 58 cms Softsided Cabin Luggage Trolley Bags (Black) at ₹1,899/- Only 

https://t.co/8wLA8gtkZq",India 🇮🇳
"{'username': 'DealsHub2', 'id': 1183422152407539712, 'displayname': 'DealsHub', 'description': 'Here get All latest Deals & offers on Smartphones, Laptops,  Electronics  & other Products\nSave time & money while browsing many #deals.  \n#Amazon #AmazonDeals', 'rawDescription': 'Here get All latest Deals & offers on Smartphones, Laptops,  Electronics  & other Products\nSave time & money while browsing many #deals.  \n#Amazon #AmazonDeals', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 10, 13, 16, 40, 20, tzinfo=datetime.timezone.utc), 'followersCount': 116, 'friendsCount': 49, 'statusesCount': 1566, 'favouritesCount': 12, 'listedCount': 1, 'mediaCount': 1415, 'location': 'Kolkata', 'protected': False, 'linkUrl': 'https://amzn.to/37ueIpF', 'linkTcourl': 'https://t.co/NJdI8sMXdN', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1183429821147140096/uyHoHVXz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1183422152407539712/1570986440', 'label': None}",2022-01-20 05:41:35+00:00,"Skybags Rubik Polyester 68 Cms Blue Softsided Check-in Luggage (STRUW68EBLU)
https://t.co/XiLNPFDisx
 #AmazonIndia #AmazonGreatRepublicDaySale https://t.co/Z7sNi4cxvj",Kolkata
"{'username': 'rohzdeals', 'id': 1401567515688407048, 'displayname': 'Rohz Deals Online Shopping', 'description': 'Get the Best Offers at only one place.', 'rawDescription': 'Get the Best Offers at only one place.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 6, 6, 15, 52, 18, tzinfo=datetime.timezone.utc), 'followersCount': 47, 'friendsCount': 15, 'statusesCount': 3908, 'favouritesCount': 40, 'listedCount': 0, 'mediaCount': 3774, 'location': 'India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1476116328712839173/gW04IuZD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1401567515688407048/1640768538', 'label': None}",2022-01-20 03:41:48+00:00,"Skybags Mint 55 cms Polycarbonate Graphite Hardsided Cabin Luggage (MINT55TMGP) #AmazonIndia 
https://t.co/NVrIFG9ZV8
#AmazonGreatRepublicDaySale 
#RepublicDaySale 

M.R.P.:₹7,200.00
Deal of the Day:₹2,299.00 Fulfilled
Ends in 14h 33m 27s
You Save:₹4,901.00 (68%) https://t.co/wIYu3g4iT9",India
"{'username': 'rohzdeals', 'id': 1401567515688407048, 'displayname': 'Rohz Deals Online Shopping', 'description': 'Get the Best Offers at only one place.', 'rawDescription': 'Get the Best Offers at only one place.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 6, 6, 15, 52, 18, tzinfo=datetime.timezone.utc), 'followersCount': 47, 'friendsCount': 15, 'statusesCount': 3908, 'favouritesCount': 40, 'listedCount': 0, 'mediaCount': 3774, 'location': 'India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1476116328712839173/gW04IuZD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1401567515688407048/1640768538', 'label': None}",2022-01-20 03:39:35+00:00,"Skybags Rubik Polyester 68 Cms Blue Softsided Check-in Luggage (STRUW68EBLU #AmazonIndia 
#AmazonGreatRepublicDaySale 
https://t.co/TgIcVGS3q3

M.R.P.:₹7,420.00
Deal of the Day:₹2,799.00 Fulfilled
Ends in 14h 35m 39s
You Save:₹4,621.00 (62%) https://t.co/NaYhsDRdkl",India
"{'username': 'DohaRajasthani', 'id': 1144811840691564544, 'displayname': 'Online Offers', 'description': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'rawDescription': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 6, 29, 3, 36, 27, tzinfo=datetime.timezone.utc), 'followersCount': 158, 'friendsCount': 426, 'statusesCount': 5867, 'favouritesCount': 4399, 'listedCount': 0, 'mediaCount': 1330, 'location': '', 'protected': False, 'linkUrl': 'https://bit.ly/3ErQMDZ', 'linkTcourl': 'https://t.co/VYtzkog2v0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218366656868540417/c13rZq3Q_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1144811840691564544/1579315955', 'label': None}",2022-01-20 00:27:17+00:00,"Amazon Deals on 
Branded Suitcases - #American #Tourister, #Skybags, #Safari, etc.
https://t.co/Yx1b0y165O",
"{'username': 'masterjitips', 'id': 1156141446472187904, 'displayname': 'Masterjitips', 'description': 'I am Blogger', 'rawDescription': 'I am Blogger', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 7, 30, 9, 56, 15, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 19, 'statusesCount': 6861, 'favouritesCount': 155, 'listedCount': 0, 'mediaCount': 5772, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'http://www.masterjitips.com', 'linkTcourl': 'https://t.co/Yti10zWrzf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218909227625795584/Wryy8sLM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156141446472187904/1596539977', 'label': None}",2022-01-19 11:25:10+00:00,Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED) https://t.co/venKayTHND,Mumbai
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 11:05:49+00:00,Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage https://t.co/12ZsKdBkA0,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 11:05:39+00:00,Skybags Rubik Polyester 68 Cms Blue Softsided Check-in Luggage (STRUW68EBLU) https://t.co/sUPeMGiHfD,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 11:05:36+00:00,Skybags Trooper 65 Cms Polycarbonate Blue Hardsided Check-in Luggage https://t.co/noyujzjQo9,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 11:05:24+00:00,Skybags Mint 67 cms Polycarbonate Turquoise Hardsided Check-in Luggage https://t.co/GnsICtUqQ2,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 11:05:18+00:00,Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED) https://t.co/M7E20p3kJW,
"{'username': 'boats_cars', 'id': 1466482870596345862, 'displayname': 'Cars & Trucks & boats', 'description': ""The latest car news, videos and expert reviews, from Cars's independent automotive journalists"", 'rawDescription': ""The latest car news, videos and expert reviews, from Cars's independent automotive journalists"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 12, 2, 19, 3, 6, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 101, 'statusesCount': 14159, 'favouritesCount': 8, 'listedCount': 0, 'mediaCount': 2, 'location': '', 'protected': False, 'linkUrl': 'https://cars.bestbagstobuy.com', 'linkTcourl': 'https://t.co/jFUK9lbzBl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1466484553837690881/z_sYpGeq_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1466482870596345862/1638473952', 'label': None}",2022-01-19 11:01:03+00:00,VIP Skybags ARISTOCRAT brand Strolly unbreakable luggage bags now available at Bhairav BAGS vapi. https://t.co/xUibbhosAd,
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 10:41:53+00:00,"https://t.co/yUIsv1G9ia
Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage
https://t.co/n5ypBjHPbE",Bhuj-Kachchh
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 10:41:48+00:00,"https://t.co/6RzIROPd22
Skybags Rubik Polyester 68 Cms Blue Softsided Check-in Luggage (STRUW68EBLU)
https://t.co/4dyivVedmv",Bhuj-Kachchh
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 10:41:46+00:00,"https://t.co/KWg5HanSs8
Skybags Trooper 65 Cms Polycarbonate Blue Hardsided Check-in Luggage
https://t.co/wnUvilt6gW",Bhuj-Kachchh
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 10:41:37+00:00,"https://t.co/JTiiHs5bwq
Skybags Mint 67 cms Polycarbonate Turquoise Hardsided Check-in Luggage
https://t.co/snwzbUccvd",Bhuj-Kachchh
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-19 10:41:33+00:00,"https://t.co/X6yfisxh3B
Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED)
https://t.co/eCvm7J2QNo",Bhuj-Kachchh
"{'username': 'masterjitips', 'id': 1156141446472187904, 'displayname': 'Masterjitips', 'description': 'I am Blogger', 'rawDescription': 'I am Blogger', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 7, 30, 9, 56, 15, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 19, 'statusesCount': 6861, 'favouritesCount': 155, 'listedCount': 0, 'mediaCount': 5772, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'http://www.masterjitips.com', 'linkTcourl': 'https://t.co/Yti10zWrzf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218909227625795584/Wryy8sLM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156141446472187904/1596539977', 'label': None}",2022-01-19 10:25:27+00:00,Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED) https://t.co/NGSotA7tFb,Mumbai
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-19 09:45:30+00:00,Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage https://t.co/p73ypZnw91,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-19 09:45:22+00:00,Skybags Rubik Polyester 68 Cms Blue Softsided Check-in Luggage (STRUW68EBLU) https://t.co/Cyu8xfEhlQ,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-19 09:45:21+00:00,Skybags Trooper 65 Cms Polycarbonate Blue Hardsided Check-in Luggage https://t.co/eZMqkDv4TH,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-19 09:45:11+00:00,Skybags Mint 67 cms Polycarbonate Turquoise Hardsided Check-in Luggage https://t.co/Uw3oxGEXGB,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-19 09:45:06+00:00,Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED) https://t.co/bulOIEaPiG,"Madanpur,Aurangabad,Bihar"
"{'username': 'masterjitips', 'id': 1156141446472187904, 'displayname': 'Masterjitips', 'description': 'I am Blogger', 'rawDescription': 'I am Blogger', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 7, 30, 9, 56, 15, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 19, 'statusesCount': 6861, 'favouritesCount': 155, 'listedCount': 0, 'mediaCount': 5772, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'http://www.masterjitips.com', 'linkTcourl': 'https://t.co/Yti10zWrzf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218909227625795584/Wryy8sLM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156141446472187904/1596539977', 'label': None}",2022-01-19 09:15:08+00:00,Skybags Cardiff Polyester 55 Cms Red Travel Duffle (DFCAR55ERED) https://t.co/Xzw4LXktAk,Mumbai
