user,date,content,user_location
"{'username': 'tgdealsofficial', 'id': 81047046, 'displayname': 'TG DEALS', 'description': 'TG DEALS delivers only best deals and loots daily 24x7. Follow now & enable notifications. Exclusive Buyers Guide linktr.ee/tgdeals.in\nEnable Notifications', 'rawDescription': 'TG DEALS delivers only best deals and loots daily 24x7. Follow now & enable notifications. Exclusive Buyers Guide https://t.co/PJeazgRKsb\nEnable Notifications', 'descriptionUrls': [{'text': 'linktr.ee/tgdeals.in', 'url': 'http://linktr.ee/tgdeals.in', 'tcourl': 'https://t.co/PJeazgRKsb', 'indices': (114, 137)}], 'verified': False, 'created': datetime.datetime(2009, 10, 9, 6, 48, 2, tzinfo=datetime.timezone.utc), 'followersCount': 11326, 'friendsCount': 22, 'statusesCount': 40282, 'favouritesCount': 75564, 'listedCount': 17, 'mediaCount': 4035, 'location': 'ಕರ್ನಾಟಕ India', 'protected': False, 'linkUrl': 'https://www.tgdeals.in/daily-deals-and-loots/', 'linkTcourl': 'https://t.co/cyFOk4brdP', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1300446755465490432/0o7yNqX6_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/81047046/1603907501', 'label': None}",2022-01-05 05:47:22+00:00,skybags trooper cm cm cm suitcase combo  r httpstcodx oqcd v tgloots,ಕರ್ನಾಟಕ India
"{'username': 'Tech_glareOffl', 'id': 1196118601415053314, 'displayname': 'Techglare Deals', 'description': 'Official Handle of techglaredeals.com Follow Us For Best Deals and Recommendations. Turn on Notifications. Contact : socials@techglaredeals.com', 'rawDescription': 'Official Handle of https://t.co/QsiZzrmHyN Follow Us For Best Deals and Recommendations. Turn on Notifications. Contact : socials@techglaredeals.com', 'descriptionUrls': [{'text': 'techglaredeals.com', 'url': 'http://techglaredeals.com', 'tcourl': 'https://t.co/QsiZzrmHyN', 'indices': (19, 42)}], 'verified': False, 'created': datetime.datetime(2019, 11, 17, 17, 31, 27, tzinfo=datetime.timezone.utc), 'followersCount': 31202, 'friendsCount': 6, 'statusesCount': 27942, 'favouritesCount': 4676, 'listedCount': 97, 'mediaCount': 1849, 'location': 'India', 'protected': False, 'linkUrl': 'https://bit.ly/3285ClR', 'linkTcourl': 'https://t.co/6x5Oh1OjWl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1411687185493856256/DHii6FlC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1196118601415053314/1624683939', 'label': None}",2022-01-05 05:47:02+00:00,skybags trooper cm cm cm suitcase combo  r httpstcowupfgfgtn,India
"{'username': 'ViralOfferIndia', 'id': 1201408588784128001, 'displayname': 'Free Loot deals', 'description': 'Join Our Telegram Channel & Share Friends\n\nTelegram : bit.ly/3azDyt4\n\nWhatsApp : bit.ly/34qyS3M \n   \nSite: Quiz Contest, Freebies and Live Tv', 'rawDescription': 'Join Our Telegram Channel & Share Friends\n\nTelegram : https://t.co/VgQqICRhOJ\n\nWhatsApp : https://t.co/1YM14E10ME \n   \nSite: Quiz Contest, Freebies and Live Tv', 'descriptionUrls': [{'text': 'bit.ly/3azDyt4', 'url': 'http://bit.ly/3azDyt4', 'tcourl': 'https://t.co/VgQqICRhOJ', 'indices': (54, 77)}, {'text': 'bit.ly/34qyS3M', 'url': 'http://bit.ly/34qyS3M', 'tcourl': 'https://t.co/1YM14E10ME', 'indices': (90, 113)}], 'verified': False, 'created': datetime.datetime(2019, 12, 2, 7, 51, 54, tzinfo=datetime.timezone.utc), 'followersCount': 2593, 'friendsCount': 9, 'statusesCount': 41285, 'favouritesCount': 11, 'listedCount': 10, 'mediaCount': 3254, 'location': 'India', 'protected': False, 'linkUrl': 'https://freelootdeals.in', 'linkTcourl': 'https://t.co/W3uieNsg1e', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1234475973522755584/Mj4vg-mM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1201408588784128001/1641182527', 'label': None}",2022-01-05 05:45:52+00:00,skybags cm cm cm hardsided cabin checkin luggage set httpstcoklecsplvrl,India
"{'username': 'amezingdeal1', 'id': 1443095312868864000, 'displayname': 'Daily Deals', 'description': 'Affiliate Disclosure : amezingdeals.com/dd/ Get all the deals offers and promo code fo', 'rawDescription': 'Affiliate Disclosure : https://t.co/SlzxBi3Jdv Get all the deals offers and promo code fo', 'descriptionUrls': [{'text': 'amezingdeals.com/dd/', 'url': 'https://amezingdeals.com/dd/', 'tcourl': 'https://t.co/SlzxBi3Jdv', 'indices': (23, 46)}], 'verified': False, 'created': datetime.datetime(2021, 9, 29, 6, 8, 46, tzinfo=datetime.timezone.utc), 'followersCount': 107, 'friendsCount': 14, 'statusesCount': 11794, 'favouritesCount': 86, 'listedCount': 0, 'mediaCount': 469, 'location': 'India', 'protected': False, 'linkUrl': 'https://linktr.ee/AmezingDeals', 'linkTcourl': 'https://t.co/tlWJZHFerm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1443097976474275842/mbsYTlMW_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1443095312868864000/1632896345', 'label': None}",2022-01-05 05:43:36+00:00,skybags cm cm cm luggage set httpstcoaji qif f,India
"{'username': 'getlootdeals1', 'id': 1436699714372599808, 'displayname': 'Get Loot Deals', 'description': '🌟Get Best Online Shopping Loots,Deals & Offer\n🌟 Amazon/Flipkart Shopping Deals\n🌟 Free Recharge Tricks\n🌟 Coupon And Offers\n🌟 Tricks & Freebies\n🌟 & More', 'rawDescription': '🌟Get Best Online Shopping Loots,Deals & Offer\n🌟 Amazon/Flipkart Shopping Deals\n🌟 Free Recharge Tricks\n🌟 Coupon And Offers\n🌟 Tricks & Freebies\n🌟 & More', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 9, 11, 14, 35, 1, tzinfo=datetime.timezone.utc), 'followersCount': 126, 'friendsCount': 169, 'statusesCount': 23698, 'favouritesCount': 43, 'listedCount': 1, 'mediaCount': 3555, 'location': 'India', 'protected': False, 'linkUrl': 'https://linktr.ee/getlootdeals', 'linkTcourl': 'https://t.co/9PSjNxkznt', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1436716408058961929/frEqIo69_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1436699714372599808/1631375247', 'label': None}",2022-01-05 05:40:45+00:00,skybags trooper cm cm cm polycarbonate red  white hardsided cabin checkin luggage set httpstcozuklvqhbji,India
"{'username': 'Ecomlootdeals', 'id': 1269191812234850304, 'displayname': 'Ecomlootdeals', 'description': 'Follow Us For Best Deals On E-commerce Sites Like Amazon And Flipkart. Prices & Availability Of Stock Are Subjected To Change.', 'rawDescription': 'Follow Us For Best Deals On E-commerce Sites Like Amazon And Flipkart. Prices & Availability Of Stock Are Subjected To Change.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 6, 6, 8, 58, 16, tzinfo=datetime.timezone.utc), 'followersCount': 2067, 'friendsCount': 0, 'statusesCount': 51320, 'favouritesCount': 3880, 'listedCount': 15, 'mediaCount': 44, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1457182683310686213/vr2TnuGB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1269191812234850304/1632121246', 'label': None}",2022-01-05 05:40:36+00:00,skybags cm cm cm luggage set  httpstcoc cq yi mh,
"{'username': 'ToothlessTweet9', 'id': 871462776924913664, 'displayname': 'Toothless', 'description': '#Deals #Discounts #Offers #Sales', 'rawDescription': '#Deals #Discounts #Offers #Sales', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 6, 4, 20, 24, 51, tzinfo=datetime.timezone.utc), 'followersCount': 1475, 'friendsCount': 246, 'statusesCount': 18496, 'favouritesCount': 1005, 'listedCount': 0, 'mediaCount': 5883, 'location': 'Bengaluru, India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1474389759103430656/YxSpw2P2_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-05 05:40:35+00:00,skybags cm cm cm luggage set mrp httpstcodc cujobic,"Bengaluru, India"
"{'username': 'DealBeeOfficial', 'id': 2923571768, 'displayname': 'DealBee Deals', 'description': 'We have the hottest #deals, #offers #contest & #giveaway, from brands you love, curated by real people, like you! \n\nFollow our Twitter backup a/c : @Deal_Bee', 'rawDescription': 'We have the hottest #deals, #offers #contest & #giveaway, from brands you love, curated by real people, like you! \n\nFollow our Twitter backup a/c : @Deal_Bee', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 12, 9, 7, 33, 55, tzinfo=datetime.timezone.utc), 'followersCount': 21272, 'friendsCount': 125, 'statusesCount': 336765, 'favouritesCount': 6206, 'listedCount': 213, 'mediaCount': 17187, 'location': 'India', 'protected': False, 'linkUrl': 'https://linktr.ee/dealbee', 'linkTcourl': 'https://t.co/vFvNJlXNcL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/602085586367721475/bd3Nk1no_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2923571768/1601887747', 'label': None}",2022-01-05 05:40:32+00:00,skybags trooper cm cm cm polycarbonate red  white hardsided cabin checkin luggage set  httpstcoeuvd uhoeg,India
"{'username': 'DealBotz', 'id': 1308099677091295232, 'displayname': 'DealBotz - Every Minute a new Deal', 'description': 'DealBotz , A New Way to Reach you for Deals & Bot Deals will be automatic. Fresh Deal Every minute.\n\nt.me/DealBotz', 'rawDescription': 'DealBotz , A New Way to Reach you for Deals & Bot Deals will be automatic. Fresh Deal Every minute.\n\nhttps://t.co/bPt33dISDG', 'descriptionUrls': [{'text': 't.me/DealBotz', 'url': 'http://t.me/DealBotz', 'tcourl': 'https://t.co/bPt33dISDG', 'indices': (101, 124)}], 'verified': False, 'created': datetime.datetime(2020, 9, 21, 17, 44, 13, tzinfo=datetime.timezone.utc), 'followersCount': 111, 'friendsCount': 96, 'statusesCount': 36046, 'favouritesCount': 101, 'listedCount': 1, 'mediaCount': 6, 'location': 'Hyderabad,India', 'protected': False, 'linkUrl': 'http://DealBotz.in', 'linkTcourl': 'https://t.co/TOhl1lotcj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1308107095024099329/eE9iX0pw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1308099677091295232/1600712010', 'label': None}",2022-01-05 05:40:32+00:00,product name skybags trooper cm cm cm polycarbonate red  white hardsided cabin checkin luggage set deal price mrp discount productlink httpstco  iyalzzf,"Hyderabad,India"
"{'username': 'lootflix', 'id': 2576924166, 'displayname': 'LootFlix', 'description': 'Get The Latest Loots , Deals & Offers Here', 'rawDescription': 'Get The Latest Loots , Deals & Offers Here', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 19, 14, 13, 6, tzinfo=datetime.timezone.utc), 'followersCount': 19, 'friendsCount': 10, 'statusesCount': 10450, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 2, 'location': 'Hyderabad', 'protected': False, 'linkUrl': 'https://LootFlix.tk', 'linkTcourl': 'https://t.co/0KHmH5m7dQ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1424433476183347200/Kx4kZ0If_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2576924166/1628446778', 'label': None}",2022-01-05 05:40:17+00:00,skybags trooper cm cm cm polycarbonate red  white hardsided cabin checkin luggage set httpstcohp da wqx,Hyderabad
"{'username': 'xtra_deals', 'id': 1297213254758850562, 'displayname': 'Savers Singh', 'description': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'rawDescription': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 8, 22, 16, 45, 25, tzinfo=datetime.timezone.utc), 'followersCount': 419, 'friendsCount': 1385, 'statusesCount': 149205, 'favouritesCount': 337, 'listedCount': 7, 'mediaCount': 144080, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1297213661740544000/FyhB_6Rw_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1297213254758850562/1598115304', 'label': None}",2022-01-04 16:56:51+00:00,footloose  skybags lynx cm red ca offer price mrp saving review   star category luggage httpstcoj eczo h deal loot httpstcordnzng vl,
"{'username': 'tgdeals_', 'id': 1127209745301921793, 'displayname': 'TG DEALS', 'description': 'We understand you don’t have time to go through long offers list. So we cut the clutter and deliver only best deals and loots. Follow now & enable notifications', 'rawDescription': 'We understand you don’t have time to go through long offers list. So we cut the clutter and deliver only best deals and loots. Follow now & enable notifications', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 5, 11, 13, 52, tzinfo=datetime.timezone.utc), 'followersCount': 5118, 'friendsCount': 5247, 'statusesCount': 53117, 'favouritesCount': 14864, 'listedCount': 17, 'mediaCount': 4745, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.tgdeals.in/daily-deals-and-loots/', 'linkTcourl': 'https://t.co/3A4sThVns9', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1131417188584157185/NKyX2Ve__normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1127209745301921793/1581814756', 'label': None}",2022-01-04 16:55:19+00:00,footloose  skybags lynx cm red casual backpack lynx httpstcotl onxflb tgdeals,India
"{'username': 'xtra_deals', 'id': 1297213254758850562, 'displayname': 'Savers Singh', 'description': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'rawDescription': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 8, 22, 16, 45, 25, tzinfo=datetime.timezone.utc), 'followersCount': 419, 'friendsCount': 1385, 'statusesCount': 149205, 'favouritesCount': 337, 'listedCount': 7, 'mediaCount': 144080, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1297213661740544000/FyhB_6Rw_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1297213254758850562/1598115304', 'label': None}",2022-01-04 14:00:22+00:00,footloose  skybags unisex ltrs blue offer price mrp saving review   star category luggage httpstcozlxq qjtfe deal loot httpstcof g kcro,
"{'username': 'DealskartLoot', 'id': 1255909006562004992, 'displayname': 'LootDealskart', 'description': '🔥🔥 Join our Channel for Exiting Offers on | Amazon | Flipkart  and many more.  #deals #offers #giveaway #lootdealskart.                     check  link 👇👇.', 'rawDescription': '🔥🔥 Join our Channel for Exiting Offers on | Amazon | Flipkart  and many more.  #deals #offers #giveaway #lootdealskart.                     check  link 👇👇.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 4, 30, 17, 17, 7, tzinfo=datetime.timezone.utc), 'followersCount': 1482, 'friendsCount': 2053, 'statusesCount': 10911, 'favouritesCount': 984, 'listedCount': 5, 'mediaCount': 490, 'location': 'India', 'protected': False, 'linkUrl': 'https://bit.ly/3a8FEja', 'linkTcourl': 'https://t.co/ngWerT7Ntv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1368276576635293700/0Krvq_t3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1255909006562004992/1612704055', 'label': None}",2022-01-04 13:59:17+00:00,footloose  skybags unisex ltrs blue casual polyester backpack dino httpstcoemarv prdo via amazon,India
"{'username': 'getlootdeals1', 'id': 1436699714372599808, 'displayname': 'Get Loot Deals', 'description': '🌟Get Best Online Shopping Loots,Deals & Offer\n🌟 Amazon/Flipkart Shopping Deals\n🌟 Free Recharge Tricks\n🌟 Coupon And Offers\n🌟 Tricks & Freebies\n🌟 & More', 'rawDescription': '🌟Get Best Online Shopping Loots,Deals & Offer\n🌟 Amazon/Flipkart Shopping Deals\n🌟 Free Recharge Tricks\n🌟 Coupon And Offers\n🌟 Tricks & Freebies\n🌟 & More', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 9, 11, 14, 35, 1, tzinfo=datetime.timezone.utc), 'followersCount': 126, 'friendsCount': 169, 'statusesCount': 23698, 'favouritesCount': 43, 'listedCount': 1, 'mediaCount': 3555, 'location': 'India', 'protected': False, 'linkUrl': 'https://linktr.ee/getlootdeals', 'linkTcourl': 'https://t.co/9PSjNxkznt', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1436716408058961929/frEqIo69_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1436699714372599808/1631375247', 'label': None}",2022-01-04 13:54:09+00:00,footloose  skybags unisex ltrs blue casual backpack  httpstcoec cuzluk,India
"{'username': 'DealBeeOfficial', 'id': 2923571768, 'displayname': 'DealBee Deals', 'description': 'We have the hottest #deals, #offers #contest & #giveaway, from brands you love, curated by real people, like you! \n\nFollow our Twitter backup a/c : @Deal_Bee', 'rawDescription': 'We have the hottest #deals, #offers #contest & #giveaway, from brands you love, curated by real people, like you! \n\nFollow our Twitter backup a/c : @Deal_Bee', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 12, 9, 7, 33, 55, tzinfo=datetime.timezone.utc), 'followersCount': 21272, 'friendsCount': 125, 'statusesCount': 336765, 'favouritesCount': 6206, 'listedCount': 213, 'mediaCount': 17187, 'location': 'India', 'protected': False, 'linkUrl': 'https://linktr.ee/dealbee', 'linkTcourl': 'https://t.co/vFvNJlXNcL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/602085586367721475/bd3Nk1no_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2923571768/1601887747', 'label': None}",2022-01-04 13:53:40+00:00,footloose  skybags unisex ltrs blue casual polyester backpack dino  httpstco c bzbvq,India
"{'username': 'xtra_deals', 'id': 1297213254758850562, 'displayname': 'Savers Singh', 'description': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'rawDescription': 'Best #deals great #discount from #amazon and #flipkart.. #save Xtra xtra_deals. Follow us for #loot products online\nAlso follow on telegram- @xtradeals_xclusive', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 8, 22, 16, 45, 25, tzinfo=datetime.timezone.utc), 'followersCount': 419, 'friendsCount': 1385, 'statusesCount': 149205, 'favouritesCount': 337, 'listedCount': 7, 'mediaCount': 144080, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1297213661740544000/FyhB_6Rw_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1297213254758850562/1598115304', 'label': None}",2022-01-04 13:30:46+00:00,skybags saint ltrs maroon casual back offer price mrp saving review   star category luggage httpstcolahcaihh r deal loot httpstcof  gp dyl,
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-04 13:20:00+00:00, feeling  happy      denver laugh   relate moveinstyle skybags artist game music backpack httpstcoufavyaj z,India
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-04 12:44:53+00:00,skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcopezffz tgd,"Madanpur,Aurangabad,Bihar"
"{'username': 'masterjitips', 'id': 1156141446472187904, 'displayname': 'Masterjitips', 'description': 'I am Blogger', 'rawDescription': 'I am Blogger', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 7, 30, 9, 56, 15, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 19, 'statusesCount': 6861, 'favouritesCount': 155, 'listedCount': 0, 'mediaCount': 5772, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'http://www.masterjitips.com', 'linkTcourl': 'https://t.co/Yti10zWrzf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218909227625795584/Wryy8sLM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156141446472187904/1596539977', 'label': None}",2022-01-04 10:35:13+00:00,skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcoqyqfvj g p,Mumbai
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-04 09:41:49+00:00,httpstcoyuisv g ia skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcokvamfq ovv,Bhuj-Kachchh
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-04 08:04:49+00:00,skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcong tmxvdtn,
"{'username': 'couponlap1', 'id': 1444191014701309952, 'displayname': 'Coupon Lap', 'description': 'All #deals #loots #offers', 'rawDescription': 'All #deals #loots #offers', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 2, 6, 42, 52, tzinfo=datetime.timezone.utc), 'followersCount': 634, 'friendsCount': 90, 'statusesCount': 1484, 'favouritesCount': 3, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bangalore', 'protected': False, 'linkUrl': 'https://www.couponlap.in/', 'linkTcourl': 'https://t.co/gsozAHxzHx', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1454659480990326788/BU5l_D-P_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-03 20:30:00+00:00,loot amazon amazondeals offer couponlap skybags rager blue cm casual backpack httpstcomlcidjipcs,Bangalore
"{'username': 'AnkitaKatariya4', 'id': 1280440417289252866, 'displayname': 'Ankita Katariya', 'description': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'rawDescription': 'Blogger\nAffiliate marketer \nFreelancer \nLive, love & laugh', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 7, 9, 56, 13, tzinfo=datetime.timezone.utc), 'followersCount': 5, 'friendsCount': 47, 'statusesCount': 13299, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 0, 'location': 'Bhuj-Kachchh', 'protected': False, 'linkUrl': 'http://mynews1009.blogspot.com/', 'linkTcourl': 'https://t.co/Lif0lqkgra', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-03 14:41:37+00:00,httpstcoyuisv g ia skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcokbntcvw ,Bhuj-Kachchh
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-03 13:15:00+00:00,  hear  say   hoping  one last longer wishing    noturningback new year ahead happynewyear moveinstyle skybags artist game music backpack httpstco  tasol j,India
"{'username': 'shital_sharma08', 'id': 1196782428, 'displayname': 'make money online', 'description': 'hi friends follow me and get followers get thousunds followers from my sit visit bit.ly/1T8xr10', 'rawDescription': 'hi friends follow me and get followers get thousunds followers from my sit visit https://t.co/20tIjD7682', 'descriptionUrls': [{'text': 'bit.ly/1T8xr10', 'url': 'http://bit.ly/1T8xr10', 'tcourl': 'https://t.co/20tIjD7682', 'indices': (81, 104)}], 'verified': False, 'created': datetime.datetime(2013, 2, 19, 11, 33, 29, tzinfo=datetime.timezone.utc), 'followersCount': 802, 'friendsCount': 2752, 'statusesCount': 18319, 'favouritesCount': 170, 'listedCount': 4, 'mediaCount': 8159, 'location': 'gujarat ,india', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/843408569483624450/iqp0UgLo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1196782428/1489919246', 'label': None}",2022-01-03 10:29:28+00:00,hashtag skybags rubik polyester cm softsided checkin luggage blue strub eblu httpstcojbpretqdsh httpstco tl xp nc,"gujarat ,india"
